train_number,station_code,timestamp,scheduled_arrival,scheduled_departure,actual_arrival,speed_kmph,signal_aspect,rolling_stock_health,weather_condition
12009,MGS,2025-09-09 09:55:00,2025-09-09 09:59:00,2025-09-09 10:05:00,2025-09-09 10:16:00,51.5,GREEN,0.89,storm
12566,VAPI,2025-09-15 18:56:00,2025-09-15 19:00:00,2025-09-15 19:08:00,2025-09-15 19:00:00,49.8,GREEN,1.0,rain
12211,CNB,2025-09-16 02:50:00,2025-09-16 02:52:00,2025-09-16 03:01:00,2025-09-16 03:15:00,48.2,RED,0.85,clear
12743,HWH,2025-09-16 15:22:00,2025-09-16 15:25:00,2025-09-16 15:35:00,2025-09-16 15:48:00,48.6,GREEN,0.88,storm
12881,NDLS,2025-09-08 17:24:00,2025-09-08 17:26:00,2025-09-08 17:33:00,2025-09-08 17:53:00,35.2,RED,0.96,clear
12334,ALD,2025-09-18 17:21:00,2025-09-18 17:23:00,2025-09-18 17:32:00,2025-09-18 17:22:00,40.8,YELLOW,0.94,fog
12129,CNB,2025-09-18 00:32:00,2025-09-18 00:35:00,2025-09-18 00:38:00,2025-09-18 01:03:00,37.4,YELLOW,0.92,storm
12532,SDAH,2025-09-17 22:07:00,2025-09-17 22:08:00,2025-09-17 22:18:00,2025-09-17 22:10:00,65.1,GREEN,0.87,clear
12385,PNBE,2025-09-03 04:27:00,2025-09-03 04:29:00,2025-09-03 04:39:00,2025-09-03 04:50:00,53.9,YELLOW,0.94,rain
12073,ALD,2025-09-07 10:00:00,2025-09-07 10:05:00,2025-09-07 10:14:00,2025-09-07 10:26:00,40.5,RED,0.83,fog
12151,ST,2025-09-12 06:07:00,2025-09-12 06:08:00,2025-09-12 06:16:00,2025-09-12 06:17:00,46.9,RED,0.9,storm
12697,ST,2025-09-16 10:32:00,2025-09-16 10:37:00,2025-09-16 10:40:00,2025-09-16 11:03:00,41.8,YELLOW,0.82,fog
12427,ST,2025-09-07 01:48:00,2025-09-07 01:50:00,2025-09-07 01:56:00,2025-09-07 01:55:00,37.6,RED,0.9,clear
12288,PNBE,2025-09-15 21:13:00,2025-09-15 21:14:00,2025-09-15 21:18:00,2025-09-15 21:37:00,59.9,YELLOW,0.89,rain
12643,ST,2025-09-01 07:08:00,2025-09-01 07:10:00,2025-09-01 07:15:00,2025-09-01 07:38:00,45.9,RED,0.93,fog
12865,BCT,2025-09-11 22:08:00,2025-09-11 22:09:00,2025-09-11 22:14:00,2025-09-11 22:34:00,44.5,GREEN,0.85,fog
12348,ST,2025-09-02 17:54:00,2025-09-02 17:58:00,2025-09-02 18:06:00,2025-09-02 18:08:00,43.2,RED,0.82,rain
12905,NDLS,2025-09-08 17:23:00,2025-09-08 17:25:00,2025-09-08 17:34:00,2025-09-08 17:40:00,37.9,RED,0.85,clear
12108,ST,2025-09-16 15:34:00,2025-09-16 15:35:00,2025-09-16 15:44:00,2025-09-16 15:54:00,56.7,GREEN,0.9,fog
12395,CNB,2025-09-06 17:50:00,2025-09-06 17:55:00,2025-09-06 18:00:00,2025-09-06 18:02:00,55.6,GREEN,0.73,fog
12848,NDLS,2025-09-18 23:11:00,2025-09-18 23:16:00,2025-09-18 23:26:00,2025-09-18 23:39:00,45.1,YELLOW,0.99,storm
12327,BCT,2025-09-13 10:44:00,2025-09-13 10:49:00,2025-09-13 10:58:00,2025-09-13 10:58:00,45.5,RED,0.81,rain
12412,VAPI,2025-09-18 09:39:00,2025-09-18 09:40:00,2025-09-18 09:50:00,2025-09-18 09:58:00,42.5,GREEN,0.84,clear
12837,HWH,2025-09-18 14:34:00,2025-09-18 14:36:00,2025-09-18 14:41:00,2025-09-18 14:40:00,47.1,YELLOW,0.89,rain
12059,ALD,2025-09-03 21:28:00,2025-09-03 21:33:00,2025-09-03 21:42:00,2025-09-03 21:45:00,56.7,GREEN,0.87,fog
12216,VAPI,2025-09-03 19:25:00,2025-09-03 19:28:00,2025-09-03 19:37:00,2025-09-03 19:45:00,35.0,YELLOW,0.92,fog
12248,VAPI,2025-09-16 06:35:00,2025-09-16 06:38:00,2025-09-16 06:41:00,2025-09-16 06:55:00,38.9,YELLOW,0.91,clear
12510,NDLS,2025-09-21 01:10:00,2025-09-21 01:12:00,2025-09-21 01:17:00,2025-09-21 01:18:00,43.0,YELLOW,0.98,rain
12089,MGS,2025-09-04 02:08:00,2025-09-04 02:11:00,2025-09-04 02:14:00,2025-09-04 02:30:00,45.9,RED,0.9,fog
12649,ST,2025-09-08 22:32:00,2025-09-08 22:33:00,2025-09-08 22:43:00,2025-09-08 22:59:00,45.3,YELLOW,0.91,fog
12708,ST,2025-09-04 22:57:00,2025-09-04 22:59:00,2025-09-04 23:07:00,2025-09-04 23:20:00,55.3,RED,0.83,fog
12339,ST,2025-09-19 13:55:00,2025-09-19 13:57:00,2025-09-19 14:01:00,2025-09-19 14:10:00,31.2,YELLOW,0.93,fog
12662,BCT,2025-09-21 03:28:00,2025-09-21 03:31:00,2025-09-21 03:39:00,2025-09-21 03:38:00,39.6,RED,0.88,rain
12570,CNB,2025-09-17 04:29:00,2025-09-17 04:31:00,2025-09-17 04:34:00,2025-09-17 04:58:00,73.3,RED,0.93,clear
12777,NDLS,2025-09-14 01:02:00,2025-09-14 01:04:00,2025-09-14 01:07:00,2025-09-14 01:02:00,39.2,GREEN,0.86,storm
12201,MGS,2025-09-07 14:04:00,2025-09-07 14:09:00,2025-09-07 14:14:00,2025-09-07 14:20:00,55.1,YELLOW,0.93,storm
12877,SDAH,2025-09-13 00:45:00,2025-09-13 00:48:00,2025-09-13 00:51:00,2025-09-13 01:04:00,65.6,RED,0.88,clear
12937,VAPI,2025-09-07 15:37:00,2025-09-07 15:38:00,2025-09-07 15:45:00,2025-09-07 15:52:00,43.2,GREEN,0.84,storm
12412,ST,2025-09-03 10:30:00,2025-09-03 10:31:00,2025-09-03 10:38:00,2025-09-03 10:52:00,44.1,YELLOW,0.87,clear
12762,ST,2025-09-05 23:26:00,2025-09-05 23:28:00,2025-09-05 23:37:00,2025-09-05 23:51:00,52.4,YELLOW,0.87,storm
12331,CNB,2025-09-19 17:49:00,2025-09-19 17:54:00,2025-09-19 18:03:00,2025-09-19 17:54:00,67.2,YELLOW,0.92,storm
12919,ST,2025-09-11 03:54:00,2025-09-11 03:58:00,2025-09-11 04:06:00,2025-09-11 04:04:00,36.7,RED,0.95,fog
12635,SDAH,2025-09-01 17:27:00,2025-09-01 17:32:00,2025-09-01 17:41:00,2025-09-01 17:58:00,43.6,RED,0.99,rain
12290,SDAH,2025-09-07 21:34:00,2025-09-07 21:37:00,2025-09-07 21:41:00,2025-09-07 21:52:00,34.6,GREEN,0.94,rain
12737,MGS,2025-09-02 06:15:00,2025-09-02 06:18:00,2025-09-02 06:22:00,2025-09-02 06:19:00,43.3,RED,0.79,fog
12734,SDAH,2025-09-20 06:06:00,2025-09-20 06:09:00,2025-09-20 06:13:00,2025-09-20 06:07:00,62.4,RED,0.95,clear
12587,VAPI,2025-09-05 02:00:00,2025-09-05 02:03:00,2025-09-05 02:12:00,2025-09-05 02:17:00,41.3,RED,0.88,fog
12933,PNBE,2025-09-16 11:54:00,2025-09-16 11:59:00,2025-09-16 12:04:00,2025-09-16 12:26:00,44.8,YELLOW,0.9,storm
12556,SDAH,2025-09-10 04:03:00,2025-09-10 04:05:00,2025-09-10 04:08:00,2025-09-10 04:07:00,52.6,RED,0.91,rain
12131,SDAH,2025-09-07 19:15:00,2025-09-07 19:16:00,2025-09-07 19:20:00,2025-09-07 19:33:00,53.6,RED,0.9,rain
12418,ST,2025-09-11 01:38:00,2025-09-11 01:39:00,2025-09-11 01:46:00,2025-09-11 01:57:00,37.5,YELLOW,0.86,rain
12085,PNBE,2025-09-10 07:09:00,2025-09-10 07:14:00,2025-09-10 07:19:00,2025-09-10 07:41:00,36.9,YELLOW,0.97,clear
12760,ST,2025-09-03 06:48:00,2025-09-03 06:50:00,2025-09-03 06:56:00,2025-09-03 06:57:00,45.8,GREEN,0.97,storm
12307,MGS,2025-09-17 00:40:00,2025-09-17 00:45:00,2025-09-17 00:52:00,2025-09-17 00:55:00,51.5,GREEN,0.92,rain
12998,MGS,2025-09-14 11:34:00,2025-09-14 11:38:00,2025-09-14 11:48:00,2025-09-14 11:48:00,34.4,RED,0.89,rain
12281,PNBE,2025-09-17 09:33:00,2025-09-17 09:35:00,2025-09-17 09:40:00,2025-09-17 09:39:00,33.7,YELLOW,0.91,rain
12739,ST,2025-09-13 23:58:00,2025-09-14 00:03:00,2025-09-14 00:07:00,2025-09-14 00:13:00,50.2,GREEN,0.97,clear
12842,HWH,2025-09-02 13:20:00,2025-09-02 13:25:00,2025-09-02 13:33:00,2025-09-02 13:37:00,32.4,RED,0.97,storm
12983,SDAH,2025-09-16 22:52:00,2025-09-16 22:53:00,2025-09-16 23:02:00,2025-09-16 22:56:00,46.2,RED,0.93,rain
12741,ST,2025-09-12 22:25:00,2025-09-12 22:28:00,2025-09-12 22:35:00,2025-09-12 22:45:00,49.5,GREEN,0.84,clear
12630,HWH,2025-09-05 14:14:00,2025-09-05 14:15:00,2025-09-05 14:22:00,2025-09-05 14:37:00,63.8,RED,0.96,storm
12172,HWH,2025-09-13 23:40:00,2025-09-13 23:45:00,2025-09-13 23:48:00,2025-09-13 23:46:00,28.4,GREEN,0.88,storm
12735,SDAH,2025-09-10 17:40:00,2025-09-10 17:41:00,2025-09-10 17:50:00,2025-09-10 18:09:00,37.9,YELLOW,0.9,clear
12738,ALD,2025-09-10 08:26:00,2025-09-10 08:30:00,2025-09-10 08:39:00,2025-09-10 08:59:00,30.9,RED,1.0,rain
12744,VAPI,2025-09-18 11:15:00,2025-09-18 11:16:00,2025-09-18 11:23:00,2025-09-18 11:14:00,43.9,GREEN,0.85,fog
12153,ALD,2025-09-16 13:57:00,2025-09-16 14:00:00,2025-09-16 14:07:00,2025-09-16 14:23:00,20.0,GREEN,0.96,fog
12715,VAPI,2025-09-03 07:06:00,2025-09-03 07:07:00,2025-09-03 07:16:00,2025-09-03 07:26:00,40.3,GREEN,0.81,storm
12958,MGS,2025-09-15 12:19:00,2025-09-15 12:24:00,2025-09-15 12:28:00,2025-09-15 12:41:00,47.8,GREEN,0.96,rain
12982,ST,2025-09-12 19:47:00,2025-09-12 19:52:00,2025-09-12 20:00:00,2025-09-12 19:50:00,44.6,GREEN,0.91,rain
12302,ALD,2025-09-14 03:47:00,2025-09-14 03:52:00,2025-09-14 04:00:00,2025-09-14 04:20:00,38.9,RED,0.92,fog
12014,VAPI,2025-09-19 05:12:00,2025-09-19 05:17:00,2025-09-19 05:26:00,2025-09-19 05:18:00,55.2,GREEN,0.93,clear
12878,SDAH,2025-09-07 20:08:00,2025-09-07 20:11:00,2025-09-07 20:16:00,2025-09-07 20:11:00,26.1,GREEN,0.92,clear
12206,SDAH,2025-09-07 03:22:00,2025-09-07 03:23:00,2025-09-07 03:27:00,2025-09-07 03:26:00,20.0,YELLOW,0.92,rain
12507,HWH,2025-09-16 18:31:00,2025-09-16 18:36:00,2025-09-16 18:40:00,2025-09-16 18:39:00,37.6,YELLOW,0.88,clear
12556,ST,2025-09-11 00:30:00,2025-09-11 00:34:00,2025-09-11 00:42:00,2025-09-11 00:42:00,48.0,YELLOW,0.96,storm
12173,NDLS,2025-09-03 18:32:00,2025-09-03 18:36:00,2025-09-03 18:40:00,2025-09-03 19:05:00,56.4,RED,0.88,fog
12630,VAPI,2025-09-19 09:12:00,2025-09-19 09:17:00,2025-09-19 09:21:00,2025-09-19 09:25:00,28.6,YELLOW,0.97,clear
12814,MGS,2025-09-06 05:37:00,2025-09-06 05:41:00,2025-09-06 05:46:00,2025-09-06 05:48:00,42.8,RED,0.93,fog
12013,MGS,2025-09-03 16:56:00,2025-09-03 16:57:00,2025-09-03 17:02:00,2025-09-03 17:10:00,41.5,YELLOW,0.9,clear
12231,ST,2025-09-01 09:59:00,2025-09-01 10:03:00,2025-09-01 10:06:00,2025-09-01 10:09:00,36.5,YELLOW,0.87,clear
12752,VAPI,2025-09-10 10:59:00,2025-09-10 11:02:00,2025-09-10 11:11:00,2025-09-10 11:05:00,27.2,RED,0.92,clear
12849,ALD,2025-09-17 19:18:00,2025-09-17 19:19:00,2025-09-17 19:23:00,2025-09-17 19:22:00,54.4,RED,0.92,storm
12961,BCT,2025-09-09 21:30:00,2025-09-09 21:34:00,2025-09-09 21:43:00,2025-09-09 22:01:00,64.9,GREEN,0.85,fog
12604,CNB,2025-09-07 05:43:00,2025-09-07 05:46:00,2025-09-07 05:52:00,2025-09-07 05:52:00,38.8,RED,0.87,rain
12870,ST,2025-09-10 07:02:00,2025-09-10 07:06:00,2025-09-10 07:14:00,2025-09-10 07:18:00,33.8,GREEN,0.95,clear
12734,PNBE,2025-09-04 21:28:00,2025-09-04 21:30:00,2025-09-04 21:35:00,2025-09-04 21:43:00,69.3,GREEN,0.8,clear
12223,BCT,2025-09-10 09:00:00,2025-09-10 09:01:00,2025-09-10 09:07:00,2025-09-10 09:12:00,52.6,RED,0.94,clear
12021,ALD,2025-09-17 04:07:00,2025-09-17 04:09:00,2025-09-17 04:19:00,2025-09-17 04:11:00,50.1,RED,0.93,storm
12702,VAPI,2025-09-08 06:41:00,2025-09-08 06:46:00,2025-09-08 06:50:00,2025-09-08 07:13:00,34.7,GREEN,0.92,clear
12866,MGS,2025-09-11 21:24:00,2025-09-11 21:25:00,2025-09-11 21:28:00,2025-09-11 21:48:00,43.4,YELLOW,0.94,clear
12794,CNB,2025-09-06 03:58:00,2025-09-06 04:01:00,2025-09-06 04:07:00,2025-09-06 04:25:00,44.8,GREEN,0.91,storm
12636,BCT,2025-09-17 20:41:00,2025-09-17 20:44:00,2025-09-17 20:50:00,2025-09-17 21:09:00,42.0,YELLOW,0.97,rain
12474,NDLS,2025-09-05 04:51:00,2025-09-05 04:55:00,2025-09-05 05:04:00,2025-09-05 04:59:00,44.8,GREEN,0.83,fog
12236,SDAH,2025-09-18 04:11:00,2025-09-18 04:12:00,2025-09-18 04:19:00,2025-09-18 04:31:00,70.0,GREEN,0.94,clear
12871,BCT,2025-09-10 04:38:00,2025-09-10 04:42:00,2025-09-10 04:50:00,2025-09-10 04:47:00,42.9,GREEN,0.95,storm
12220,ALD,2025-09-11 20:22:00,2025-09-11 20:26:00,2025-09-11 20:32:00,2025-09-11 20:38:00,59.9,YELLOW,0.89,clear
12694,PNBE,2025-09-08 03:28:00,2025-09-08 03:30:00,2025-09-08 03:39:00,2025-09-08 03:54:00,30.5,RED,0.82,rain
12993,PNBE,2025-09-16 19:32:00,2025-09-16 19:37:00,2025-09-16 19:40:00,2025-09-16 20:06:00,23.8,RED,0.92,clear
12485,MGS,2025-09-10 19:01:00,2025-09-10 19:03:00,2025-09-10 19:12:00,2025-09-10 19:05:00,35.1,GREEN,0.9,fog
12928,VAPI,2025-09-17 05:43:00,2025-09-17 05:48:00,2025-09-17 05:53:00,2025-09-17 06:02:00,48.3,GREEN,0.86,storm
12566,BCT,2025-09-07 02:54:00,2025-09-07 02:55:00,2025-09-07 03:05:00,2025-09-07 02:59:00,41.4,GREEN,1.0,rain
12149,PNBE,2025-09-06 05:30:00,2025-09-06 05:35:00,2025-09-06 05:41:00,2025-09-06 05:54:00,36.7,RED,0.88,storm
12279,BCT,2025-09-10 14:06:00,2025-09-10 14:07:00,2025-09-10 14:14:00,2025-09-10 14:09:00,28.1,YELLOW,0.9,fog
12374,HWH,2025-09-11 11:07:00,2025-09-11 11:08:00,2025-09-11 11:16:00,2025-09-11 11:17:00,61.7,RED,0.93,storm
12217,BCT,2025-09-14 05:41:00,2025-09-14 05:42:00,2025-09-14 05:45:00,2025-09-14 05:46:00,44.8,GREEN,0.96,rain
12002,ST,2025-09-20 11:42:00,2025-09-20 11:46:00,2025-09-20 11:50:00,2025-09-20 11:48:00,47.4,RED,0.87,clear
12959,VAPI,2025-09-04 04:07:00,2025-09-04 04:09:00,2025-09-04 04:17:00,2025-09-04 04:38:00,36.3,GREEN,0.91,rain
12073,CNB,2025-09-03 00:27:00,2025-09-03 00:31:00,2025-09-03 00:34:00,2025-09-03 00:49:00,44.1,RED,0.79,rain
12036,BCT,2025-09-06 22:00:00,2025-09-06 22:01:00,2025-09-06 22:10:00,2025-09-06 22:09:00,40.6,GREEN,0.85,fog
12750,BCT,2025-09-19 08:41:00,2025-09-19 08:46:00,2025-09-19 08:52:00,2025-09-19 09:01:00,48.3,RED,0.88,storm
12741,NDLS,2025-09-15 09:49:00,2025-09-15 09:52:00,2025-09-15 10:02:00,2025-09-15 10:18:00,51.8,GREEN,0.98,storm
12994,BCT,2025-09-08 15:46:00,2025-09-08 15:48:00,2025-09-08 15:54:00,2025-09-08 16:09:00,49.4,GREEN,0.96,fog
12460,CNB,2025-09-14 04:03:00,2025-09-14 04:07:00,2025-09-14 04:12:00,2025-09-14 04:31:00,37.1,RED,0.89,rain
12958,NDLS,2025-09-10 10:43:00,2025-09-10 10:47:00,2025-09-10 10:57:00,2025-09-10 11:01:00,48.5,GREEN,0.88,storm
12457,PNBE,2025-09-07 17:18:00,2025-09-07 17:19:00,2025-09-07 17:23:00,2025-09-07 17:19:00,26.8,YELLOW,0.95,fog
12126,BCT,2025-09-08 00:51:00,2025-09-08 00:56:00,2025-09-08 01:04:00,2025-09-08 01:16:00,46.6,GREEN,0.94,storm
12840,BCT,2025-09-21 04:35:00,2025-09-21 04:36:00,2025-09-21 04:45:00,2025-09-21 04:56:00,44.7,YELLOW,0.94,rain
12872,PNBE,2025-09-19 12:50:00,2025-09-19 12:51:00,2025-09-19 12:57:00,2025-09-19 13:04:00,41.5,GREEN,0.87,rain
12557,CNB,2025-09-10 16:59:00,2025-09-10 17:03:00,2025-09-10 17:10:00,2025-09-10 17:08:00,33.5,GREEN,0.95,fog
12985,NDLS,2025-09-19 19:46:00,2025-09-19 19:49:00,2025-09-19 19:54:00,2025-09-19 19:49:00,45.9,YELLOW,0.91,fog
12461,ST,2025-09-09 04:45:00,2025-09-09 04:50:00,2025-09-09 04:56:00,2025-09-09 05:09:00,23.3,YELLOW,1.0,rain
12388,CNB,2025-09-20 09:29:00,2025-09-20 09:33:00,2025-09-20 09:39:00,2025-09-20 09:52:00,59.1,YELLOW,0.76,storm
12875,VAPI,2025-09-14 20:42:00,2025-09-14 20:45:00,2025-09-14 20:48:00,2025-09-14 20:44:00,20.0,YELLOW,0.88,storm
12782,HWH,2025-09-04 21:06:00,2025-09-04 21:08:00,2025-09-04 21:12:00,2025-09-04 21:18:00,42.5,YELLOW,0.88,storm
12621,VAPI,2025-09-17 15:52:00,2025-09-17 15:57:00,2025-09-17 16:01:00,2025-09-17 15:58:00,36.6,YELLOW,0.91,fog
12613,SDAH,2025-09-15 14:40:00,2025-09-15 14:43:00,2025-09-15 14:52:00,2025-09-15 14:45:00,54.9,GREEN,0.9,rain
12179,PNBE,2025-09-11 15:07:00,2025-09-11 15:08:00,2025-09-11 15:13:00,2025-09-11 15:06:00,47.8,GREEN,0.86,storm
12985,VAPI,2025-09-11 00:12:00,2025-09-11 00:16:00,2025-09-11 00:21:00,2025-09-11 00:26:00,37.6,RED,0.89,fog
12254,MGS,2025-09-17 07:27:00,2025-09-17 07:31:00,2025-09-17 07:41:00,2025-09-17 08:00:00,58.6,RED,0.84,rain
12200,ALD,2025-09-17 05:44:00,2025-09-17 05:48:00,2025-09-17 05:58:00,2025-09-17 05:46:00,47.9,YELLOW,0.9,clear
12836,PNBE,2025-09-04 03:23:00,2025-09-04 03:27:00,2025-09-04 03:30:00,2025-09-04 03:45:00,41.5,GREEN,0.96,storm
12468,NDLS,2025-09-07 07:00:00,2025-09-07 07:02:00,2025-09-07 07:12:00,2025-09-07 07:05:00,49.0,GREEN,0.89,clear
12406,HWH,2025-09-17 23:54:00,2025-09-17 23:57:00,2025-09-18 00:07:00,2025-09-17 23:58:00,51.1,YELLOW,0.8,rain
12118,ST,2025-09-13 20:50:00,2025-09-13 20:54:00,2025-09-13 21:00:00,2025-09-13 20:53:00,30.6,GREEN,0.97,fog
12516,ALD,2025-09-12 01:58:00,2025-09-12 02:02:00,2025-09-12 02:12:00,2025-09-12 02:05:00,47.5,RED,0.88,fog
12540,HWH,2025-09-13 22:43:00,2025-09-13 22:46:00,2025-09-13 22:52:00,2025-09-13 23:04:00,42.3,RED,0.95,clear
12412,BCT,2025-09-04 07:03:00,2025-09-04 07:08:00,2025-09-04 07:15:00,2025-09-04 07:21:00,57.6,GREEN,0.86,fog
12076,HWH,2025-09-13 23:56:00,2025-09-14 00:01:00,2025-09-14 00:07:00,2025-09-14 00:28:00,43.2,GREEN,0.88,rain
12714,CNB,2025-09-07 06:03:00,2025-09-07 06:06:00,2025-09-07 06:16:00,2025-09-07 06:21:00,64.7,RED,0.82,clear
12223,ST,2025-09-15 10:54:00,2025-09-15 10:55:00,2025-09-15 11:03:00,2025-09-15 11:10:00,20.0,GREEN,0.93,rain
12944,HWH,2025-09-13 17:08:00,2025-09-13 17:12:00,2025-09-13 17:18:00,2025-09-13 17:14:00,58.3,GREEN,0.87,fog
12700,NDLS,2025-09-10 15:31:00,2025-09-10 15:33:00,2025-09-10 15:40:00,2025-09-10 15:56:00,47.4,YELLOW,0.86,rain
12012,SDAH,2025-09-13 18:45:00,2025-09-13 18:48:00,2025-09-13 18:55:00,2025-09-13 19:00:00,41.6,GREEN,0.91,clear
12029,ALD,2025-09-20 05:02:00,2025-09-20 05:05:00,2025-09-20 05:13:00,2025-09-20 05:31:00,49.3,RED,0.89,fog
12214,MGS,2025-09-08 07:44:00,2025-09-08 07:46:00,2025-09-08 07:55:00,2025-09-08 07:51:00,39.4,RED,0.97,clear
12390,VAPI,2025-09-16 13:31:00,2025-09-16 13:33:00,2025-09-16 13:42:00,2025-09-16 13:56:00,55.9,RED,0.88,clear
12424,BCT,2025-09-03 15:32:00,2025-09-03 15:34:00,2025-09-03 15:43:00,2025-09-03 15:38:00,28.0,RED,0.82,storm
12829,PNBE,2025-09-07 03:57:00,2025-09-07 04:01:00,2025-09-07 04:04:00,2025-09-07 04:30:00,33.5,YELLOW,0.9,fog
12025,PNBE,2025-09-07 13:56:00,2025-09-07 13:58:00,2025-09-07 14:01:00,2025-09-07 13:56:00,32.8,YELLOW,0.87,storm
12794,PNBE,2025-09-16 03:46:00,2025-09-16 03:47:00,2025-09-16 03:55:00,2025-09-16 04:05:00,49.7,RED,0.86,rain
12571,ALD,2025-09-10 01:34:00,2025-09-10 01:38:00,2025-09-10 01:46:00,2025-09-10 01:50:00,53.5,YELLOW,0.91,fog
12994,ST,2025-09-05 16:33:00,2025-09-05 16:36:00,2025-09-05 16:39:00,2025-09-05 16:42:00,49.8,YELLOW,0.96,rain
12746,SDAH,2025-09-15 11:32:00,2025-09-15 11:34:00,2025-09-15 11:37:00,2025-09-15 11:35:00,47.6,RED,0.93,clear
12807,VAPI,2025-09-01 20:39:00,2025-09-01 20:43:00,2025-09-01 20:51:00,2025-09-01 21:07:00,38.7,GREEN,0.96,clear
12231,PNBE,2025-09-05 19:37:00,2025-09-05 19:39:00,2025-09-05 19:45:00,2025-09-05 20:07:00,39.1,RED,0.93,clear
12755,CNB,2025-09-09 22:29:00,2025-09-09 22:34:00,2025-09-09 22:41:00,2025-09-09 22:39:00,40.8,YELLOW,0.84,storm
12572,ALD,2025-09-19 22:32:00,2025-09-19 22:37:00,2025-09-19 22:42:00,2025-09-19 22:49:00,57.3,RED,0.77,fog
12888,SDAH,2025-09-15 08:07:00,2025-09-15 08:08:00,2025-09-15 08:16:00,2025-09-15 08:36:00,53.2,YELLOW,0.96,rain
12429,CNB,2025-09-10 10:03:00,2025-09-10 10:05:00,2025-09-10 10:11:00,2025-09-10 10:24:00,52.3,YELLOW,0.89,storm
12741,PNBE,2025-09-17 02:08:00,2025-09-17 02:10:00,2025-09-17 02:18:00,2025-09-17 02:33:00,40.4,RED,0.81,fog
12285,HWH,2025-09-19 10:54:00,2025-09-19 10:57:00,2025-09-19 11:04:00,2025-09-19 11:22:00,43.1,YELLOW,0.92,storm
12147,PNBE,2025-09-04 02:19:00,2025-09-04 02:21:00,2025-09-04 02:30:00,2025-09-04 02:21:00,43.4,YELLOW,0.89,clear
12558,HWH,2025-09-07 22:33:00,2025-09-07 22:35:00,2025-09-07 22:42:00,2025-09-07 22:59:00,43.0,GREEN,0.94,fog
12885,SDAH,2025-09-15 04:44:00,2025-09-15 04:49:00,2025-09-15 04:54:00,2025-09-15 05:13:00,48.5,GREEN,1.0,rain
12424,PNBE,2025-09-15 08:50:00,2025-09-15 08:54:00,2025-09-15 09:02:00,2025-09-15 08:59:00,46.2,GREEN,0.87,clear
12620,ALD,2025-09-01 16:56:00,2025-09-01 16:57:00,2025-09-01 17:04:00,2025-09-01 17:22:00,34.6,RED,0.91,clear
12127,SDAH,2025-09-08 08:56:00,2025-09-08 08:59:00,2025-09-08 09:06:00,2025-09-08 09:18:00,58.2,RED,0.94,rain
12708,SDAH,2025-09-10 22:50:00,2025-09-10 22:55:00,2025-09-10 22:58:00,2025-09-10 23:03:00,49.3,RED,0.92,clear
12324,MGS,2025-09-07 22:11:00,2025-09-07 22:16:00,2025-09-07 22:20:00,2025-09-07 22:36:00,44.1,YELLOW,0.95,fog
12642,CNB,2025-09-08 20:51:00,2025-09-08 20:56:00,2025-09-08 20:59:00,2025-09-08 21:08:00,38.8,GREEN,0.94,clear
12164,BCT,2025-09-12 17:55:00,2025-09-12 17:58:00,2025-09-12 18:07:00,2025-09-12 18:04:00,47.1,RED,0.89,clear
12964,NDLS,2025-09-09 15:40:00,2025-09-09 15:43:00,2025-09-09 15:50:00,2025-09-09 16:01:00,55.8,RED,0.87,rain
12839,ST,2025-09-17 00:21:00,2025-09-17 00:24:00,2025-09-17 00:29:00,2025-09-17 00:42:00,38.8,RED,0.87,rain
12961,NDLS,2025-09-07 18:34:00,2025-09-07 18:35:00,2025-09-07 18:41:00,2025-09-07 19:01:00,37.8,YELLOW,0.98,fog
12993,ALD,2025-09-20 18:52:00,2025-09-20 18:55:00,2025-09-20 19:05:00,2025-09-20 19:03:00,57.5,GREEN,0.84,fog
12649,HWH,2025-09-07 15:29:00,2025-09-07 15:33:00,2025-09-07 15:36:00,2025-09-07 15:31:00,50.9,RED,0.93,rain
12438,MGS,2025-09-18 10:31:00,2025-09-18 10:35:00,2025-09-18 10:43:00,2025-09-18 10:36:00,35.1,GREEN,0.87,clear
12535,NDLS,2025-09-14 14:46:00,2025-09-14 14:47:00,2025-09-14 14:50:00,2025-09-14 15:02:00,56.8,YELLOW,0.89,rain
12738,ALD,2025-09-19 20:50:00,2025-09-19 20:53:00,2025-09-19 21:03:00,2025-09-19 21:11:00,27.3,RED,0.89,storm
12524,PNBE,2025-09-03 10:50:00,2025-09-03 10:53:00,2025-09-03 11:03:00,2025-09-03 11:08:00,51.0,YELLOW,0.94,rain
12366,HWH,2025-09-03 14:03:00,2025-09-03 14:04:00,2025-09-03 14:13:00,2025-09-03 14:13:00,47.5,RED,0.89,rain
12613,ST,2025-09-11 15:46:00,2025-09-11 15:49:00,2025-09-11 15:52:00,2025-09-11 15:51:00,36.5,GREEN,0.96,fog
12838,HWH,2025-09-08 14:54:00,2025-09-08 14:58:00,2025-09-08 15:01:00,2025-09-08 15:18:00,51.7,GREEN,0.85,storm
12050,CNB,2025-09-08 21:01:00,2025-09-08 21:02:00,2025-09-08 21:08:00,2025-09-08 21:12:00,59.7,YELLOW,0.92,fog
12675,NDLS,2025-09-13 05:41:00,2025-09-13 05:43:00,2025-09-13 05:46:00,2025-09-13 05:47:00,60.5,GREEN,1.0,storm
12957,ALD,2025-09-02 07:49:00,2025-09-02 07:54:00,2025-09-02 07:57:00,2025-09-02 08:07:00,58.2,YELLOW,0.94,fog
